ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
12/25/2021,18,41922,582,Self-Employed,Doctorate,0,33356,48,Widowed,0,Mortgage,268,0.762671943,6,1,0.174007998,0,Debt Consolidation,0,18,8,3918,827,104435,53900,3493.5,0.741868805,4,50535,0.237356,0.212930257,1038.156123,0.373881816,0,55
12/26/2021,64,36978,551,Employed,High School,45,18972,36,Married,1,Rent,729,0.021905082,4,2,0.185935563,1,Auto,0,28,7,1099,1194,14900,64100,3081.5,0.901986891,5,1532,0.228472,0.263100834,767.5309281,0.485650147,0,63
12/27/2021,43,46117,634,Employed,High School,18,17530,12,Single,3,Own,263,0.559798223,2,0,0.142055257,0,Other,0,22,17,44931,491,60736,32201,3843.083333,0.80821364,10,28535,0.16553,0.142768586,1576.252663,0.478587765,0,49
12/28/2021,30,46157,564,Employed,Associate,7,34296,96,Married,3,Mortgage,291,0.528752213,4,0,0.295318451,0,Auto,0,20,18,3009,1415,149110,2687,3846.416667,0.628430984,4,146423,0.287296,0.317705612,988.4459196,0.332633209,0,50
12/29/2021,41,23768,621,Employed,Bachelor,19,26192,36,Married,0,Rent,444,0.169820533,4,6,0.130722366,0,Debt Consolidation,0,30,11,3457,292,278133,29813,1980.666667,0.736787732,7,248320,0.200692,0.208638558,984.9554485,0.721451758,0,44
12/30/2021,42,41871,564,Employed,High School,19,11105,48,Married,2,Other,448,0.304624128,4,0,0.602816409,0,Debt Consolidation,0,21,6,1019,595,27826,54007,3489.25,0.71039028,5,4330,0.224105,0.206033778,341.5094407,0.226269095,0,61
12/31/2021,31,111343,502,Unemployed,Bachelor,9,19918,72,Single,0,Mortgage,199,0.272380818,5,1,0.538641445,0,Home,1,31,28,493,1200,147226,26279,9278.583333,0.894020023,7,120947,0.283918,0.251113097,537.8959341,0.079419013,1,49.6
1/1/2022,42,42527,619,Employed,Associate,19,12322,48,Married,1,Own,346,0.638173915,1,1,0.555400694,0,Home,0,28,11,16709,246,36408,90672,3543.916667,0.815447304,8,1143,0.197822,0.208724062,380.7141642,0.205059608,0,58
1/2/2022,32,22301,557,Employed,High School,11,28673,48,Single,3,Rent,809,0.362980552,2,0,0.136902513,0,Debt Consolidation,0,24,1,2700,451,28202,34768,1858.416667,0.559738447,8,8890,0.245173,0.238297877,932.0963678,0.936870832,0,56
1/3/2022,35,42919,557,Self-Employed,Associate,10,13974,84,Single,1,Own,484,0.435277801,4,2,0.852258373,0,Debt Consolidation,0,27,28,2593,105,225860,60858,3576.583333,0.793381588,1,165002,0.260474,0.272146536,373.7287901,0.239817924,0,59
1/4/2022,31,35753,609,Employed,Bachelor,9,23870,72,Single,1,Other,555,0.438187296,6,1,0.114625958,0,Auto,0,22,7,2896,792,62468,106209,2979.416667,0.84747676,5,2168,0.23437,0.267593451,668.99767,0.410817891,0,50
1/5/2022,22,19818,602,Employed,Bachelor,0,28554,120,Divorced,4,Rent,544,0.533398667,4,2,0.150284064,0,Auto,0,25,20,3522,1240,707440,31194,1651.5,0.920808243,7,676246,0.282554,0.259105323,668.0016023,0.733879263,0,42
1/6/2022,41,50990,555,Employed,High School,20,28699,60,Divorced,0,Mortgage,246,0.160848355,2,1,0.148237911,0,Home,0,18,9,7944,4222,33262,22480,4249.166667,0.733816129,8,10782,0.256199,0.242089278,829.0958408,0.253013338,0,50
1/7/2022,47,33007,637,Employed,High School,24,16753,60,Married,0,Rent,697,0.201447164,2,1,0.074090516,0,Home,0,23,28,5745,133,65977,250917,2750.583333,0.765461268,5,5756,0.203253,0.201356738,445.1176816,0.415227442,0,48
1/8/2022,46,36825,523,Employed,Bachelor,23,22571,36,Married,3,Mortgage,277,0.253392852,6,0,0.667190225,0,Debt Consolidation,1,23,8,229,9837,73851,14757,3068.75,0.906503418,2,59094,0.246071,0.250587038,898.1199568,0.382931147,0,64
1/9/2022,49,65684,661,Employed,Master,26,15540,24,Married,3,Own,308,0.312597307,3,0,0.278354738,1,Debt Consolidation,0,19,1,22327,2510,68665,5762,5473.666667,0.625377107,8,62903,0.16004,0.155711453,757.7062722,0.194696962,0,60
1/10/2022,43,21411,641,Employed,Associate,23,17819,24,Single,1,Rent,328,0.410109792,2,1,0.073619157,0,Debt Consolidation,0,28,12,13300,202,31653,21968,1784.25,0.838923802,2,9685,0.172319,0.15497661,868.2027643,0.670423295,0,50
1/11/2022,33,18602,612,Employed,Bachelor,14,13707,60,Divorced,1,Mortgage,774,0.217756263,2,1,0.306586452,0,Home,0,25,14,4118,376,40835,41734,1550.166667,0.926714162,1,7019,0.212707,0.23707715,392.0005048,0.752177511,0,53
1/12/2022,50,63264,587,Employed,High School,26,22650,24,Married,0,Rent,871,0.153431434,3,1,0.267829083,0,Education,0,30,13,2111,184,40165,32589,5272,0.919375275,3,7576,0.20415,0.206287629,1159.759066,0.385197091,0,51
1/13/2022,23,15000,491,Employed,Associate,0,27973,96,Single,3,Rent,188,0.101136197,3,2,0.197133866,0,Home,0,23,8,886,462,54342,23227,1250,0.911414476,4,31115,0.317473,0.30130167,773.941518,0.769553214,0,52
1/14/2022,29,21643,581,Employed,High School,9,14447,60,Married,1,Mortgage,501,0.188995482,3,0,0.039833324,1,Auto,0,19,5,1891,2986,24799,25412,1803.583333,0.941574394,11,8893,0.228947,0.264351093,436.2791757,0.519676113,0,65
1/15/2022,28,15000,446,Employed,Bachelor,2,14484,36,Married,2,Mortgage,121,0.294805219,1,1,0.150172878,0,Home,0,25,15,1849,796,69606,20100,1250,0.548080115,3,49506,0.276484,0.258448021,582.3725661,0.562698053,0,52
1/16/2022,52,34679,608,Employed,Associate,29,48909,36,Married,0,Mortgage,613,0.232243675,2,4,0.184341768,0,Home,1,16,28,23223,1414,50117,22805,2889.916667,0.939890938,7,27312,0.229909,0.233479174,1902.134144,0.870313727,0,54
1/17/2022,51,71851,609,Employed,Master,29,14471,60,Divorced,2,Rent,260,0.008732388,3,1,0.244745135,0,Home,0,27,21,714,1476,135362,12601,5987.583333,0.877448294,5,122761,0.214971,0.217345467,397.4922621,0.109809288,1,35.2
1/18/2022,45,54078,520,Employed,Bachelor,23,31555,72,Single,2,Rent,501,0.339304425,1,1,0.199025173,0,Home,0,28,8,698,1046,29312,54833,4506.5,0.861225979,3,8869,0.286555,0.237551274,826.0587475,0.294476589,0,51
1/19/2022,52,283217,620,Employed,Master,32,36444,72,Divorced,0,Own,553,0.205056407,4,1,0.273066274,0,Other,0,31,24,1600,4484,335329,21354,23601.41667,0.82924419,10,313975,0.241444,0.1931552,858.5377485,0.059807331,1,32.8
1/20/2022,29,80794,586,Employed,High School,5,25396,60,Single,3,Rent,216,0.358653217,4,1,0.124218974,0,Education,0,24,3,3549,804,93581,9583,6732.833333,0.802776067,4,83998,0.237396,0.258055407,757.4472443,0.144582109,0,50
1/21/2022,44,26847,594,Employed,High School,23,26433,36,Single,0,Mortgage,638,0.162030791,6,0,0.179264085,0,Education,1,22,8,2163,631,140049,41129,2237.25,0.702356671,9,98920,0.214433,0.177606364,952.4452855,0.710892965,0,56
1/22/2022,38,30840,656,Employed,Doctorate,17,22829,72,Single,3,Own,280,0.064948645,3,0,0.490184828,0,Auto,0,18,3,11859,369,116103,29859,2570,0.892112899,7,86244,0.209829,0.229275428,586.2401815,0.337058436,0,51
1/23/2022,50,296853,633,Employed,Bachelor,26,11133,72,Single,2,Mortgage,146,0.172313843,3,2,0.594996381,0,Home,0,20,9,9434,1684,334535,17932,24737.75,0.932846916,7,316603,0.209633,0.213025398,275.1387927,0.017024135,1,37.6
1/24/2022,38,79745,465,Employed,Master,19,37625,72,Single,3,Rent,448,0.16646473,3,0,0.232871932,0,Home,0,22,5,7557,15168,24128,11358,6645.416667,0.96226588,5,12770,0.320125,0.33781732,1225.192646,0.25178145,0,53
1/25/2022,35,60057,585,Self-Employed,High School,16,17617,36,Single,2,Own,477,0.482947261,1,1,0.600293666,0,Debt Consolidation,1,24,25,2293,1558,61088,18866,5004.75,0.724935929,4,42222,0.210117,0.214180233,667.5087838,0.228684506,0,68
1/26/2022,46,42502,611,Employed,Associate,24,33399,60,Divorced,1,Other,650,0.048043201,2,1,0.110243418,0,Home,0,29,6,4180,354,81238,133918,3541.833333,0.936917861,4,1265,0.232899,0.234029002,949.2808708,0.451540409,0,49
1/27/2022,50,68535,638,Employed,Bachelor,27,21778,108,Single,1,Own,207,0.297824666,3,0,0.078386898,0,Other,0,22,28,1938,2486,93116,6105,5711.25,0.894209564,3,87011,0.247778,0.228593094,477.0080501,0.119765034,1,36
1/28/2022,31,15000,516,Employed,High School,8,27983,36,Married,2,Rent,131,0.261249506,3,2,0.065229974,0,Home,0,25,5,2389,2572,45565,43090,1250,0.917405598,4,2475,0.254983,0.264663736,1134.415983,1.012332787,0,54
1/29/2022,39,55013,584,Employed,Bachelor,17,25234,60,Married,0,Rent,309,0.229280495,1,1,0.072043654,0,Education,0,21,16,2278,178,18130,15199,4584.416667,0.670880281,4,2931,0.238234,0.249401886,739.7667176,0.228767757,0,50
1/30/2022,27,43975,559,Unemployed,Associate,0,17440,36,Widowed,0,Other,344,0.405159216,4,0,0.184009553,0,Home,1,21,13,2544,447,106896,28164,3664.583333,0.926480841,2,78732,0.22294,0.190621115,639.8287966,0.268469484,0,59
1/31/2022,18,18750,436,Employed,High School,0,32717,36,Married,0,Mortgage,236,0.649448044,1,1,0.597485736,0,Other,0,29,26,7213,1390,8603,35853,1562.5,0.860625885,2,5284,0.299717,0.244642978,1291.570599,0.977645183,0,62
2/1/2022,42,34579,585,Employed,High School,20,11294,48,Single,3,Other,257,0.526402318,2,0,0.489184378,0,Education,1,23,25,8567,5132,20768,17545,2881.583333,0.800861874,3,3223,0.213794,0.229189871,361.4882108,0.214634851,0,64
2/2/2022,47,119328,585,Employed,High School,26,40748,84,Widowed,3,Mortgage,332,0.337031474,3,5,0.405307111,0,Debt Consolidation,0,37,1,10717,4084,184706,8980,9944,0.825610354,3,175726,0.273248,0.26689237,1075.812197,0.141574034,0,55
2/3/2022,43,41965,598,Employed,High School,20,38221,12,Married,0,Rent,144,0.410708265,3,1,0.17196189,0,Home,0,21,7,3513,969,23328,148862,3497.083333,0.920603256,1,5033,0.204221,0.220657362,3578.480097,1.064452786,0,53
2/4/2022,18,161538,605,Employed,Bachelor,0,19290,120,Single,1,Mortgage,270,0.381651402,2,1,0.696110604,0,Education,0,27,19,2867,317,36635,74846,13461.5,0.907064482,4,2395,0.27179,0.276153652,474.8809496,0.055334171,1,42.4
2/5/2022,35,15000,545,Employed,High School,10,24975,72,Single,1,Own,539,0.243821611,5,1,0.39531384,0,Education,0,28,17,4445,765,161681,68599,1250,0.958782779,5,93082,0.267475,0.264868885,695.7209136,0.987776731,0,54
2/6/2022,18,26951,586,Employed,High School,0,19408,48,Single,0,Own,735,0.03105104,3,2,0.04790733,0,Auto,0,30,17,14049,9018,37166,2850,2245.916667,0.79045836,1,34316,0.221408,0.252083502,645.7709248,0.6147917,0,51
2/7/2022,56,25026,638,Employed,Master,34,14545,48,Married,2,Own,198,0.300421103,8,2,0.332676525,0,Home,0,21,28,1236,1196,158839,7348,2085.5,0.832477253,4,151491,0.190545,0.191961265,436.4039655,0.304197538,1,39.2
2/8/2022,26,19889,567,Employed,Associate,3,21102,48,Married,0,Own,392,0.093322647,1,0,0.151796059,0,Education,1,14,19,2919,1494,22318,14225,1657.416667,0.526736574,6,8093,0.232602,0.244472268,693.1916394,0.65474884,0,57
2/9/2022,55,29698,636,Employed,Associate,31,25245,84,Married,0,Own,910,0.624658897,2,1,0.303646891,0,Debt Consolidation,0,13,21,1264,418,360860,38462,2474.833333,0.878371075,4,322398,0.232245,0.261692492,657.9853773,0.63357211,0,49
2/10/2022,51,59023,629,Employed,Bachelor,28,42853,12,Divorced,0,Rent,575,0.128117859,2,1,0.075946952,0,Auto,0,23,11,900,589,109531,43831,4918.583333,0.820889115,7,65700,0.193353,0.22154309,4013.983107,0.932988789,0,44
2/11/2022,29,56217,535,Employed,Master,5,19937,48,Married,0,Own,483,0.527727867,2,0,0.098158053,0,Other,0,33,29,811,401,294239,22770,4684.75,0.847690048,8,271469,0.247437,0.25852826,670.5721863,0.24623986,1,36
2/12/2022,26,24373,569,Employed,High School,5,22137,24,Married,0,Own,213,0.360732455,3,2,0.433759949,1,Auto,0,28,8,4564,2260,208553,2313,2031.083333,0.718198981,6,206240,0.212637,0.198192423,1124.726573,0.658627123,0,67
2/13/2022,44,15000,610,Employed,Associate,18,42314,24,Single,5,Own,807,0.142576756,6,4,0.449607745,0,Auto,0,27,5,8287,4127,245051,5749,1250,0.904485315,7,239302,0.212314,0.21190959,2178.303313,2.38824265,0,52
2/14/2022,29,120511,631,Self-Employed,Bachelor,5,28393,60,Single,2,Other,295,0.177171381,4,1,0.643186816,0,Home,0,14,5,3097,654,46564,26725,10042.58333,0.679435092,7,19839,0.217893,0.2614716,852.5751226,0.114270909,0,57
2/15/2022,41,35946,569,Employed,Associate,21,10956,36,Married,0,Mortgage,287,0.264861374,9,1,0.302510699,0,Debt Consolidation,0,19,10,1412,496,29844,17605,2995.5,0.725571844,5,12239,0.211456,0.193346417,403.459458,0.230498901,0,55
2/16/2022,34,24991,572,Employed,Bachelor,14,21694,12,Widowed,1,Rent,543,0.281297257,2,1,0.096536023,0,Debt Consolidation,1,31,24,3845,1165,71394,31092,2082.583333,0.886064375,3,40302,0.200694,0.167516173,1976.039624,1.209574466,0,58
2/17/2022,18,66953,613,Unemployed,Doctorate,0,33467,36,Married,0,Rent,348,0.622807536,5,1,0.560756125,0,Debt Consolidation,0,26,18,12116,780,255195,16072,5579.416667,0.600830084,4,239123,0.211967,0.202712178,1248.383365,0.28612012,0,56
2/18/2022,18,58223,487,Employed,Master,0,75263,36,Married,2,Mortgage,486,0.495768424,1,0,0.635285824,0,Home,0,16,26,16811,2511,48721,127475,4851.916667,0.953389093,8,1075,0.316763,0.334708486,3339.780973,0.788509209,0,59
2/19/2022,42,40946,607,Employed,High School,22,24166,72,Single,3,Own,589,0.195072555,3,4,0.284701026,0,Education,0,20,28,852,1568,58650,57177,3412.166667,0.918439395,1,1473,0.235666,0.236723481,631.4161332,0.357666038,0,49
2/20/2022,33,41464,579,Employed,High School,11,7776,60,Single,1,Mortgage,557,0.413463343,4,0,0.301464425,0,Debt Consolidation,0,27,14,1355,443,150856,14384,3455.333333,0.955680219,6,136472,0.223276,0.214272244,212.2399954,0.222623962,1,41.6
2/21/2022,33,30159,549,Employed,Doctorate,10,8862,60,Married,1,Mortgage,314,0.108577476,2,1,0.189224147,0,Debt Consolidation,0,22,20,925,1150,33898,128861,2513.25,0.875588084,6,6092,0.239362,0.255157635,262.7978711,0.229502784,0,50
2/22/2022,48,70968,571,Employed,Associate,26,15623,48,Married,1,Mortgage,990,0.298402582,2,1,0.420494305,0,Education,0,22,6,969,167,64303,19521,5914,0.888796231,6,44782,0.225123,0.195378079,471.5748334,0.247138119,1,46.4
2/23/2022,54,25436,498,Employed,High School,31,13710,24,Single,1,Mortgage,2431,0.308670156,4,1,0.076643563,1,Other,0,29,15,864,234,20596,24935,2119.666667,0.957536004,2,10348,0.23971,0.249133552,731.127666,1.491804214,0,64
2/24/2022,36,34511,603,Employed,Bachelor,16,33321,72,Divorced,0,Own,430,0.369135256,2,1,0.244721256,0,Debt Consolidation,0,25,11,4628,2691,329416,17780,2875.916667,0.821221141,3,311636,0.246821,0.253607432,904.9636786,0.464187191,0,44
2/25/2022,35,56068,477,Employed,High School,11,56121,24,Married,2,Mortgage,757,0.320532469,3,0,0.460959687,0,Home,0,22,1,18696,1635,60791,18322,4672.333333,0.729007404,8,42469,0.292621,0.3511452,3287.514771,0.865630614,0,60
2/26/2022,46,90099,533,Employed,High School,25,32461,48,Married,4,Mortgage,523,0.464425484,2,0,0.052541297,0,Debt Consolidation,1,32,11,11786,1209,37552,3964,7508.25,0.858349559,4,33588,0.260961,0.257722833,1090.342834,0.214876014,0,56
2/27/2022,23,117381,535,Employed,Master,1,34664,36,Married,3,Mortgage,363,0.372625904,5,1,0.378555342,0,Other,0,28,7,7849,292,22570,35348,9781.75,0.774875287,5,9258,0.252164,0.236508702,1353.621378,0.175492256,1,43.2
2/28/2022,42,73425,524,Employed,High School,19,30662,36,Single,3,Mortgage,448,0.468415471,3,1,0.321783563,0,Auto,0,21,15,2267,912,286320,42603,6118.75,0.810026094,6,243717,0.253662,0.238357261,1200.314629,0.269387478,1,40.8
3/1/2022,46,39924,581,Employed,High School,23,26408,60,Married,0,Own,302,0.27797926,0,0,0.110017054,0,Home,0,18,26,5704,5373,74687,18140,3327,0.600991753,3,56547,0.240908,0.249229945,773.9179965,0.32338984,0,49
3/2/2022,48,17678,597,Employed,High School,25,15057,36,Married,2,Mortgage,278,0.380119875,2,2,0.59374536,0,Home,0,20,28,630,2043,40830,8323,1473.166667,0.92567451,1,32507,0.201557,0.201995063,561.1038499,0.569591933,0,60
3/3/2022,18,103290,546,Employed,Bachelor,0,32671,48,Married,3,Rent,282,0.148810003,6,1,0.295608255,0,Home,0,20,29,4965,1251,125777,5779,8607.5,0.853996454,4,119998,0.254671,0.22479403,1037.856991,0.153338018,1,36.8
3/4/2022,30,90728,454,Employed,High School,8,18351,60,Married,0,Own,470,0.075048694,4,2,0.2781733,0,Debt Consolidation,0,24,23,2749,455,9504,13439,7560.666667,0.727944103,6,5981,0.296351,0.264472442,554.3069049,0.135478384,1,40
3/5/2022,29,28448,587,Employed,Associate,6,33316,84,Divorced,3,Rent,599,0.377469488,6,0,0.277424664,0,Education,0,32,20,19634,1100,25944,7453,2370.666667,0.546488485,8,18491,0.264816,0.276742554,901.0683908,0.632762257,0,54
3/6/2022,41,92493,609,Employed,Bachelor,21,27349,48,Married,0,Rent,424,0.040533575,2,1,0.23432065,0,Debt Consolidation,0,27,28,9425,5968,31651,20289,7707.75,0.838051497,3,11362,0.217849,0.218430403,859.3309314,0.166498775,1,37.6
3/7/2022,45,46122,630,Employed,Master,23,22027,36,Married,5,Other,389,0.172429368,5,0,0.115835804,0,Debt Consolidation,0,17,19,8865,4605,91316,65864,3843.5,0.866458987,2,25452,0.192027,0.189972369,807.3913813,0.31127654,0,47
3/8/2022,57,136772,641,Employed,High School,34,15191,48,Widowed,0,Rent,588,0.371975517,3,1,0.146943704,0,Home,0,15,28,15985,2646,26737,3455,11397.66667,0.727485789,3,23282,0.189691,0.196679944,459.5847499,0.091912212,1,36
3/9/2022,34,42522,612,Employed,Master,14,21254,48,Divorced,1,Own,221,0.236691104,1,1,0.260291928,0,Home,0,28,29,26375,75,26450,55082,3543.5,0.886267841,5,9023,0.210254,0.206298156,653.9203816,0.246908532,0,50
3/10/2022,34,129988,436,Employed,High School,9,16465,36,Married,0,Other,255,0.193854387,0,1,0.257728404,0,Education,0,14,8,5026,2224,166048,9017,10832.33333,0.65250831,2,157031,0.283465,0.257900341,661.544862,0.084611951,1,36.8
3/11/2022,53,85401,612,Employed,Bachelor,28,9297,36,Married,0,Own,382,0.337589802,1,1,0.228739976,0,Home,0,16,17,6668,2120,136739,53241,7116.75,0.709262162,8,83498,0.188297,0.194395432,342.860641,0.101852762,1,36.8
3/12/2022,43,142756,624,Employed,Associate,23,12650,48,Divorced,3,Own,272,0.021232809,3,2,0.196804315,0,Home,0,28,16,1021,471,200634,27204,11896.33333,0.761671597,8,173430,0.19565,0.208144224,390.4544754,0.055685601,1,32
3/13/2022,55,37234,557,Employed,High School,30,25502,72,Married,0,Rent,719,0.215641718,5,0,0.219575716,0,Home,0,18,29,1705,436,126594,17759,3102.833333,0.796900582,13,108835,0.262002,0.258556686,700.4023189,0.457453613,0,49
3/14/2022,43,77320,622,Unemployed,Bachelor,21,5991,36,Married,3,Own,220,0.587020342,4,1,0.394938176,0,Auto,0,21,1,6194,522,66258,31537,6443.333333,0.880261003,5,34721,0.179991,0.204979027,224.1698222,0.068934789,1,47.2
3/15/2022,26,18039,580,Employed,High School,3,72267,72,Single,4,Mortgage,299,0.285793985,6,1,0.317723905,0,Auto,0,22,5,5734,1614,29927,34321,1503.25,0.873527545,6,1385,0.297267,0.316155758,2249.910387,1.695599792,0,58
3/16/2022,24,65518,569,Employed,High School,2,17122,36,Divorced,4,Own,321,0.517872259,3,2,0.103393928,0,Home,0,27,24,9823,1237,12118,11804,5459.833333,0.684627699,3,2948,0.217622,0.20599982,641.5612587,0.176298652,1,40.8
3/17/2022,21,76229,571,Self-Employed,Associate,0,33828,60,Married,3,Mortgage,493,0.515414369,3,0,0.394798895,0,Home,0,28,2,4527,736,55135,27378,6352.416667,0.863582292,3,27757,0.253328,0.275615363,1044.332519,0.242007507,0,62
3/18/2022,47,193820,595,Employed,Bachelor,24,7473,108,Divorced,4,Own,321,0.303637268,3,1,0.130410409,1,Debt Consolidation,1,25,19,2823,321,466229,32857,16151.66667,0.873286463,8,433372,0.254973,0.246582075,172.764214,0.030570481,1,48
3/19/2022,54,63330,532,Self-Employed,High School,33,13495,108,Married,0,Mortgage,203,0.124740264,4,1,0.188204858,0,Other,0,21,7,11077,1407,53223,24069,5277.5,0.856081627,4,29154,0.292495,0.319299596,381.452026,0.110744107,0,53
3/20/2022,62,71150,591,Employed,High School,42,37441,48,Divorced,5,Mortgage,550,0.547552551,6,3,0.285480231,0,Home,0,21,20,4280,275,77464,79856,5929.166667,0.882852869,10,2560,0.236941,0.266953619,1277.10093,0.30815476,0,53
3/21/2022,50,37123,625,Employed,High School,30,27137,24,Single,0,Other,409,0.28079687,3,2,0.372948028,0,Other,0,26,7,7657,3097,55925,24639,3093.583333,0.777281011,5,31286,0.189637,0.191326782,1369.688586,0.574960618,0,53
3/22/2022,53,69286,597,Employed,Associate,30,18073,96,Divorced,0,Own,312,0.113331082,4,0,0.344473699,0,Home,0,22,21,6469,1089,31729,13090,5773.833333,0.951168651,1,18639,0.254573,0.235530143,419.6689517,0.126721523,0,53
3/23/2022,33,34216,559,Self-Employed,Associate,9,59506,24,Widowed,0,Mortgage,512,0.372205335,1,1,0.365496539,0,Auto,0,17,22,2360,2539,126602,35842,2851.333333,0.861135884,5,90760,0.255006,0.2040048,3040.260191,1.245824243,0,56
3/24/2022,26,38076,523,Employed,High School,2,10869,96,Divorced,2,Mortgage,788,0.245878387,5,0,0.436648092,0,Auto,0,22,11,272,252,41296,27073,3173,0.855799655,3,14223,0.284369,0.322106948,316.6496152,0.34814044,0,57
3/25/2022,50,55332,539,Employed,High School,28,38088,60,Married,0,Other,492,0.261968495,1,1,0.102952413,0,Home,0,17,17,20624,816,65829,65286,4611,0.937650155,5,7777,0.273588,0.289365132,1207.512635,0.368577887,0,50
3/26/2022,45,41345,634,Employed,Associate,25,17770,96,Divorced,0,Rent,349,0.201068113,7,1,0.107351171,0,Home,0,21,23,2067,3048,201172,13610,3445.416667,0.651178722,6,187562,0.23577,0.248414286,427.6809635,0.225424394,0,44
3/27/2022,41,55561,615,Employed,Bachelor,20,14416,60,Single,2,Other,502,0.352314157,0,0,0.190286355,0,Auto,0,26,27,6733,4268,39353,36834,4630.083333,0.684143033,3,2519,0.211916,0.235179583,410.6953029,0.197122867,0,47
3/28/2022,44,42067,632,Employed,Bachelor,19,8239,120,Single,1,Own,193,0.395463793,1,1,0.395284653,0,Home,0,17,29,6780,491,57519,44768,3505.583333,0.808351006,9,12751,0.247239,0.2966868,215.1812336,0.116437464,0,52
3/29/2022,43,48089,628,Employed,Master,21,8851,48,Widowed,0,Rent,401,0.104035387,2,1,0.313793545,0,Debt Consolidation,0,26,13,1607,957,44926,6829,4007.416667,0.774631878,7,38097,0.189851,0.198905632,268.8233287,0.167145916,1,40.8
3/30/2022,55,89061,592,Employed,High School,32,23621,36,Married,1,Rent,407,0.02026812,6,0,0.280971287,0,Home,0,28,27,1410,451,114203,30865,7421.75,0.340342602,5,83338,0.212621,0.22686992,910.5132583,0.177520566,1,38.4
3/31/2022,55,89223,621,Employed,Doctorate,35,22881,48,Single,1,Own,294,0.310782798,3,2,0.060229126,0,Auto,0,32,2,4089,1922,9220,1889,7435.25,0.771325344,8,7331,0.207381,0.200263934,696.5989195,0.133230076,1,40
4/1/2022,46,53038,537,Self-Employed,Associate,23,15059,48,Married,2,Rent,928,0.314561926,1,0,0.086925593,0,Home,1,18,26,9200,2435,215631,10541,4419.833333,0.966543299,3,205090,0.241559,0.279340185,524.2700813,0.328580282,0,55
4/2/2022,50,22460,602,Employed,Doctorate,28,19888,48,Married,1,Mortgage,317,0.329339009,6,0,0.559448989,0,Home,0,24,26,7123,1186,11065,3950,1871.666667,0.812349489,10,7115,0.213888,0.2566656,666.8442543,0.525651427,0,57
4/3/2022,46,46406,563,Employed,High School,21,20448,84,Married,5,Rent,535,0.312798599,3,0,0.222567018,0,Auto,0,25,21,1276,511,20354,20642,3867.166667,0.817254853,7,8263,0.263948,0.240832993,505.6484219,0.269098415,0,53
4/4/2022,34,47845,589,Employed,Associate,10,17410,60,Single,3,Own,383,0.186991363,1,1,0.125551834,0,Home,0,18,24,3130,8637,49133,19627,3987.083333,0.852362458,3,29506,0.22791,0.250628832,511.6485793,0.224386727,0,50
4/5/2022,49,42636,563,Employed,Associate,27,13352,60,Married,0,Own,217,0.205334452,2,1,0.180377779,0,Debt Consolidation,0,27,18,2537,7762,21981,109838,3553,0.930274109,6,4375,0.236852,0.252342468,393.734625,0.171892661,0,51
4/6/2022,23,148739,526,Employed,Associate,1,28681,36,Divorced,0,Other,209,0.067778113,3,0,0.451257423,0,Education,0,24,11,3159,548,33991,60530,12394.91667,0.945138694,4,4298,0.250681,0.22689605,1105.598885,0.106059518,1,42.4
4/7/2022,52,17551,575,Employed,Master,31,41059,120,Widowed,4,Rent,305,0.526358413,7,1,0.304992273,0,Auto,1,23,25,3428,1436,69893,4419,1462.583333,0.67409622,1,65474,0.308559,0.264869328,977.4411895,0.876832903,0,61
4/8/2022,25,65516,562,Employed,Bachelor,5,26569,36,Married,1,Own,465,0.349977932,2,0,0.148941351,0,Auto,0,25,14,3297,619,48324,3018,5459.666667,0.732747896,3,45306,0.230569,0.1844552,966.4814541,0.262192097,1,40
4/9/2022,43,102222,639,Employed,Doctorate,22,27389,36,Married,3,Own,165,0.316518357,5,1,0.432988485,0,Education,0,36,1,3739,290,36207,72697,8518.5,0.610353365,4,2846,0.192889,0.161158101,964.482696,0.132591735,1,44.8
4/10/2022,29,64293,558,Employed,Bachelor,6,32145,72,Married,1,Rent,210,0.088285741,2,0,0.543495093,0,Other,0,19,15,9331,1159,15036,31825,5357.75,0.963542711,2,5353,0.268145,0.231336073,829.4497591,0.194008634,0,57
4/11/2022,46,55524,623,Employed,Associate,23,19604,72,Married,3,Rent,297,0.119705125,2,0,0.358203462,0,Other,0,18,7,4598,175,6782,20994,4627,0.705365725,8,5404,0.223104,0.236298042,511.7145312,0.174781615,0,51
4/12/2022,39,62287,482,Employed,High School,16,15972,48,Single,0,Rent,376,0.259523985,4,1,0.450554015,1,Home,0,20,21,2954,766,31179,6865,5190.583333,0.889586182,3,24314,0.269972,0.307502397,582.0779957,0.184580024,0,68
